task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,meteor,codebleu,ast_similarity,codebert_score,bertscore,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,canon_perplexity,n_output_tokens
mbpp_146,mbpp,fail,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.804,27.665,47.697,42.857,,16.830,63.636,85.691,92.964,3.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,3.000,4.958,176
mbpp_147,mbpp,fail,0,,0,,3,8.000,2.000,96.668,59.795,2.571,153.758,3.000,50.000,3.000,2.374,7.128,25.770,18.705,,16.714,41.281,76.586,83.296,8.000,4.000,64.716,140.872,4.800,676.186,7.000,0.000,1.000,1.877,237
mbpp_148,mbpp,fail,0,,0,,0,15.000,5.000,91.655,27.000,1.800,48.600,5.000,53.333,4.000,2.203,4.914,25.653,13.559,,17.856,23.301,67.434,86.498,14.000,5.000,59.752,131.770,4.000,527.078,2.000,0.000,2.000,3.078,348
mbpp_149,mbpp,fail,1,magic_number,0,,3,10.000,3.000,80.832,112.588,2.571,289.512,3.000,10.000,5.000,2.424,22.288,38.587,39.726,,20.158,38.636,81.075,85.175,11.000,8.000,62.667,85.837,2.917,250.357,10.000,0.000,2.000,1.947,378
mbpp_150,mbpp,fail,0,,0,,3,8.000,4.000,90.708,93.765,2.000,187.531,3.000,25.000,1.000,3.052,23.618,43.733,47.500,,31.467,32.432,81.920,89.982,6.000,4.000,68.608,96.000,4.800,460.800,3.000,0.000,0.000,3.769,187
mbpp_151,mbpp,pass,0,,0,,0,9.000,5.000,64.632,96.000,3.636,349.091,6.000,0.000,1.000,1.972,10.702,30.926,21.053,,19.423,48.214,75.861,90.717,6.000,3.000,72.734,27.000,1.800,48.600,1.000,0.000,1.000,2.163,219
mbpp_152,mbpp,pass,0,,0,,0,21.000,6.000,54.826,100.078,3.077,307.933,7.000,0.000,5.000,1.193,17.401,37.195,16.667,,24.042,30.252,74.604,90.603,22.000,8.000,53.612,155.115,4.053,628.622,11.000,0.000,5.000,1.326,400
mbpp_153,mbpp,fail,0,,0,,0,6.000,1.000,94.835,151.621,4.125,625.435,0.000,33.333,1.000,1.996,33.938,39.873,52.632,,34.709,51.163,82.609,88.225,3.000,1.000,75.334,104.000,2.833,294.667,0.000,0.000,0.000,5.493,170
mbpp_154,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,7.281,21.465,46.338,38.462,,30.086,82.927,85.554,92.764,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,7.237,125
mbpp_155,mbpp,fail,1,magic_number,0,,3,5.000,1.000,96.388,39.863,1.000,39.863,0.000,20.000,1.000,4.707,22.852,33.861,25.397,,8.577,22.449,73.599,84.959,8.000,3.000,63.837,98.099,7.111,697.594,3.000,0.000,0.000,4.234,160
mbpp_156,mbpp,fail,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.540,16.342,41.237,47.059,,8.432,64.286,87.531,92.433,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.501,264
mbpp_157,mbpp,pass,0,,0,,0,11.000,4.000,62.657,102.799,3.600,370.075,4.000,0.000,2.000,1.688,6.514,26.847,16.949,,20.077,32.000,69.452,84.075,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,4.794,189
mbpp_158,mbpp,fail,0,,0,,3,9.000,2.000,97.442,28.529,1.500,42.794,1.000,44.444,5.000,3.774,21.798,35.142,35.165,,27.891,50.588,76.562,87.548,9.000,3.000,65.389,81.749,3.545,289.838,4.000,0.000,3.000,2.613,223
mbpp_159,mbpp,fail,1,magic_number,1,magic_number,3,14.000,21.000,67.519,635.785,3.558,2261.927,17.000,7.143,1.000,1.855,27.155,56.419,37.569,,21.653,47.239,83.296,84.449,22.000,16.000,51.128,309.134,3.231,998.741,16.000,0.000,0.000,1.641,397
mbpp_160,mbpp,fail,0,,0,,0,10.000,3.000,65.897,49.829,3.333,166.096,5.000,0.000,0.000,2.956,19.866,38.969,46.154,,18.897,52.713,82.572,82.640,9.000,3.000,65.155,127.438,5.833,743.387,3.000,0.000,1.000,3.915,184
mbpp_161,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,0.000,2.999,16.619,44.237,42.105,,33.753,84.444,89.147,93.377,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,0.000,2.577,102
mbpp_162,mbpp,fail,0,,0,,0,7.000,2.000,67.972,79.954,2.800,223.872,1.000,0.000,0.000,3.161,26.341,37.064,48.649,,15.930,33.333,83.136,91.386,5.000,2.000,74.663,25.266,2.250,56.849,3.000,0.000,1.000,2.603,193
mbpp_163,mbpp,pass,0,,0,,0,3.000,1.000,77.340,53.774,1.667,89.624,0.000,0.000,1.000,4.268,35.421,45.010,54.054,,20.524,80.556,89.273,92.852,4.000,1.000,74.615,53.774,1.667,89.624,0.000,0.000,1.000,5.527,230
mbpp_164,mbpp,pass,0,,0,,0,8.000,1.000,68.958,39.863,1.714,68.337,6.000,0.000,2.000,2.066,20.356,34.810,39.437,,22.008,65.185,81.700,91.019,11.000,4.000,62.576,110.361,4.909,541.775,3.000,0.000,2.000,2.697,186
mbpp_165,mbpp,pass,1,magic_number,0,,3,5.000,4.000,94.258,70.324,1.500,105.486,1.000,20.000,8.000,4.114,21.524,47.116,42.500,,18.572,54.795,78.444,87.170,7.000,4.000,69.554,70.324,2.182,153.434,4.000,0.000,3.000,2.408,243
mbpp_166,mbpp,fail,0,,0,,0,7.000,4.000,69.820,39.863,1.714,68.337,6.000,0.000,2.000,2.289,50.006,50.200,62.500,,37.324,89.431,84.332,93.170,7.000,4.000,68.813,55.507,2.222,123.348,6.000,0.000,1.000,2.656,239
mbpp_167,mbpp,fail,1,magic_number,0,,3,12.000,5.000,75.780,197.153,5.765,1136.531,6.000,8.333,1.000,2.410,31.127,55.895,54.762,,32.619,51.799,86.157,91.984,8.000,4.000,66.083,89.858,8.571,770.216,3.000,0.000,0.000,3.973,301
mbpp_168,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.014,5.815,35.989,32.000,,11.394,42.857,79.273,89.047,5.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,0.000,3.363,125
mbpp_169,mbpp,pass,1,magic_number,0,,3,13.000,4.000,75.968,125.098,2.857,357.422,5.000,7.692,3.000,2.405,17.207,37.347,38.202,,22.715,57.325,76.178,82.884,10.000,3.000,66.718,38.039,2.000,76.078,2.000,0.000,1.000,2.569,152
mbpp_170,mbpp,pass,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,1.000,3.205,14.665,32.522,31.579,,13.907,57.627,67.476,79.762,5.000,2.000,76.473,13.932,0.500,6.966,1.000,0.000,1.000,3.718,195
mbpp_171,mbpp,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,15.847,23.283,42.647,44.444,,16.717,66.667,86.772,91.649,4.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,0.000,8.462,77
mbpp_172,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,15.879,2.675,27.966,30.769,,6.691,23.377,77.069,88.513,6.000,5.000,68.738,88.000,1.731,152.308,4.000,0.000,2.000,2.467,136
mbpp_173,mbpp,pass,0,,0,,0,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.275,13.226,29.596,28.571,,16.036,47.826,76.516,86.571,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,6.318,269
mbpp_174,mbpp,fail,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,5.363,13.529,33.887,32.258,,15.120,46.429,84.108,88.494,5.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,2.000,3.395,335
mbpp_175,mbpp,pass,0,,0,,0,10.000,6.000,63.621,68.532,2.400,164.478,8.000,0.000,4.000,1.831,32.861,46.275,58.824,,39.525,70.000,83.139,92.902,8.000,5.000,66.394,53.774,2.500,134.436,5.000,0.000,3.000,2.210,237
mbpp_176,mbpp,pass,0,,0,,0,2.000,1.000,85.289,13.932,0.500,6.966,0.000,0.000,0.000,3.794,72.079,61.421,81.818,,29.592,82.051,91.536,94.750,3.000,1.000,81.447,13.932,0.500,6.966,0.000,0.000,0.000,3.489,95
mbpp_177,mbpp,fail,0,,0,,0,8.000,6.000,65.547,98.099,5.600,549.355,11.000,0.000,3.000,2.554,4.432,28.758,20.000,,18.937,36.066,70.347,89.832,5.000,2.000,73.851,33.000,2.100,69.300,2.000,0.000,0.000,5.556,288
mbpp_178,mbpp,pass,0,,0,,0,5.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,3.000,4.419,29.523,48.559,60.000,,23.057,61.538,83.388,92.703,7.000,3.000,100.000,0.000,0.000,0.000,4.000,0.000,1.000,4.676,126
mbpp_179,mbpp,fail,0,,0,,3,7.000,1.000,90.759,36.000,0.571,20.571,0.000,14.286,5.000,3.014,8.270,17.341,19.231,,6.616,26.374,68.355,82.006,18.000,4.000,57.455,122.624,7.000,858.367,4.000,0.000,4.000,2.438,104
mbpp_180,mbpp,fail,0,,0,,0,9.000,1.000,90.696,167.179,3.000,501.536,0.000,33.333,5.000,1.413,8.126,35.331,17.822,,29.561,32.353,76.142,84.670,4.000,1.000,73.799,70.324,1.500,105.486,0.000,0.000,3.000,3.221,254
mbpp_181,mbpp,pass,0,,0,,0,8.000,4.000,69.435,20.680,1.250,25.850,6.000,0.000,3.000,2.154,14.857,35.782,36.559,,13.001,33.161,77.856,82.614,18.000,6.000,57.580,112.588,3.462,389.728,5.000,0.000,3.000,1.905,192
mbpp_182,mbpp,fail,0,,0,,0,7.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,1.805,31.659,50.717,62.222,,52.465,100.000,91.569,92.528,7.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,1.826,236
mbpp_183,mbpp,pass,0,,0,,0,7.000,4.000,69.820,39.863,1.714,68.337,6.000,0.000,3.000,1.788,53.326,66.744,74.286,,37.750,82.192,90.427,94.844,7.000,5.000,67.419,84.000,2.333,196.000,7.000,0.000,1.000,2.046,137
mbpp_184,mbpp,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,8.846,24.290,43.094,53.333,,25.161,80.851,90.260,90.300,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,1.000,17.040,99
mbpp_185,mbpp,fail,0,,0,,0,10.000,2.000,83.150,390.709,5.600,2187.970,2.000,20.000,1.000,1.757,22.473,36.287,37.500,,38.494,33.663,77.451,86.737,3.000,1.000,74.819,123.190,3.393,417.966,0.000,0.000,0.000,7.650,257
mbpp_186,mbpp,pass,0,,0,,0,6.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,1.000,3.541,49.543,63.250,79.070,,44.099,100.000,88.028,95.087,7.000,3.000,100.000,0.000,0.000,0.000,4.000,0.000,1.000,4.234,136
mbpp_187,mbpp,pass,0,,0,,0,11.000,7.000,60.227,200.156,6.154,1231.732,10.000,0.000,2.000,1.258,19.325,32.887,41.600,,28.626,60.650,79.990,90.051,7.000,4.000,66.415,122.115,4.889,597.004,5.000,0.000,2.000,1.536,321
mbpp_188,mbpp,fail,0,,0,,3,8.000,2.000,85.859,79.954,2.800,223.872,1.000,12.500,2.000,3.679,17.496,32.028,26.471,,17.248,40.650,73.725,88.305,7.000,5.000,66.891,99.912,4.000,399.647,10.000,0.000,1.000,4.097,163
mbpp_189,mbpp,fail,0,,0,,0,17.000,7.000,57.731,117.207,6.333,742.309,8.000,0.000,4.000,2.324,29.235,38.764,48.062,,22.201,58.333,82.166,92.519,17.000,10.000,56.681,144.946,5.500,797.206,12.000,0.000,1.000,2.203,256
mbpp_190,mbpp,fail,0,,0,,0,7.000,5.000,69.995,36.000,1.333,48.000,7.000,0.000,2.000,2.359,26.837,54.686,43.137,,27.670,41.860,84.295,90.091,2.000,1.000,81.290,51.891,1.111,57.657,0.000,0.000,0.000,5.075,180
mbpp_191,mbpp,fail,0,,0,,3,19.000,1.000,84.839,23.265,0.600,13.959,0.000,5.263,2.000,1.890,7.944,41.977,24.324,,26.452,25.000,73.241,85.104,5.000,5.000,71.690,58.810,1.333,78.414,3.000,0.000,0.000,3.501,249
mbpp_192,mbpp,fail,0,,0,,3,5.000,4.000,96.127,38.039,1.143,43.473,1.000,20.000,4.000,5.550,15.767,37.229,20.290,,16.173,46.602,77.016,85.003,9.000,5.000,73.770,4.755,0.500,2.377,6.000,0.000,2.000,2.258,180
mbpp_193,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.079,28.752,53.917,45.455,,21.092,77.419,90.546,94.839,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,6.850,262
mbpp_194,mbpp,pass,0,,0,,0,9.000,2.000,66.906,51.891,2.857,148.261,1.000,0.000,1.000,2.399,28.764,45.374,61.290,,21.735,87.179,84.612,91.866,11.000,2.000,65.005,51.891,2.857,148.261,1.000,0.000,1.000,2.643,163
mbpp_195,mbpp,pass,0,,0,,0,5.000,3.000,76.893,11.610,1.000,11.610,3.000,0.000,1.000,2.284,6.102,19.166,27.119,,10.155,38.760,73.103,90.046,14.000,4.000,59.939,118.536,6.650,788.267,5.000,0.000,0.000,1.788,198
mbpp_196,mbpp,pass,0,,0,,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.917,18.587,40.557,52.941,,31.050,86.275,88.785,93.076,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,1.000,6.322,100
mbpp_197,mbpp,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,5.020,14.882,36.284,36.842,,24.720,89.231,88.146,92.381,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,2.000,4.210,334
mbpp_198,mbpp,fail,1,dead_code,1,dead_code,0,6.000,1.000,95.096,256.764,4.091,1050.398,0.000,50.000,3.000,3.500,17.333,42.874,34.483,,28.323,37.419,79.161,89.828,6.000,3.000,68.745,95.908,2.885,276.658,2.000,0.000,2.000,4.507,512
mbpp_199,mbpp,fail,1,magic_number,0,,3,5.000,1.000,94.914,64.725,2.200,142.395,0.000,20.000,1.000,3.861,22.646,36.574,27.586,,7.947,43.902,75.054,85.784,7.000,3.000,70.361,34.869,2.800,97.634,3.000,0.000,1.000,2.837,236
mbpp_200,mbpp,pass,0,,0,,0,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,2.000,2.584,33.696,53.114,54.545,,33.645,90.411,90.537,95.647,4.000,3.000,81.722,4.755,0.500,2.377,0.000,0.000,2.000,2.950,291
mbpp_201,mbpp,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.228,26.988,56.780,45.455,,36.086,62.222,87.055,92.652,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,5.859,185
mbpp_202,mbpp,fail,0,,0,,0,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,3.000,2.720,28.344,40.678,57.143,,14.940,53.488,81.429,89.457,6.000,3.000,70.504,53.774,2.500,134.436,3.000,0.000,2.000,2.956,114
mbpp_203,mbpp,fail,1,magic_number,0,,3,5.000,2.000,73.183,36.000,1.333,48.000,0.000,0.000,5.000,2.718,6.768,29.403,20.000,,14.317,26.786,73.802,84.991,7.000,2.000,69.179,53.774,3.571,192.052,1.000,0.000,0.000,3.348,89
mbpp_204,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.042,2.691,25.191,20.690,,11.096,40.000,76.395,88.312,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,2.000,2.409,104
mbpp_205,mbpp,fail,0,,0,,0,2.000,2.000,85.708,11.610,1.000,11.610,0.000,0.000,1.000,7.121,12.359,41.827,55.172,,7.753,42.308,84.047,90.829,3.000,1.000,84.624,2.000,0.500,1.000,0.000,0.000,3.000,8.074,260
mbpp_206,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.924,7.103,39.603,35.714,,6.344,32.653,84.672,88.908,3.000,2.000,81.856,4.755,0.500,2.377,0.000,0.000,2.000,4.621,171
mbpp_207,mbpp,fail,0,,0,,0,13.000,6.000,59.537,156.000,4.333,676.000,8.000,0.000,3.000,1.324,48.503,62.923,72.973,,29.743,71.271,87.098,87.276,10.000,7.000,61.813,159.909,7.778,1243.736,8.000,0.000,3.000,1.505,438
mbpp_208,mbpp,pass,0,,0,,0,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.571,22.705,37.447,46.512,,24.027,77.778,83.497,91.415,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.293,261
mbpp_209,mbpp,fail,0,,0,,0,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.145,37.178,67.432,64.516,,35.079,83.333,90.377,94.209,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.307,340
mbpp_210,mbpp,pass,0,,0,,0,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,2.696,27.699,41.862,48.980,,22.792,66.667,86.833,92.563,5.000,1.000,82.510,2.000,0.500,1.000,0.000,0.000,3.000,3.633,190
mbpp_211,mbpp,fail,0,,0,,0,8.000,4.000,64.848,134.886,4.583,618.229,5.000,0.000,1.000,2.264,17.510,48.509,51.064,,25.861,41.304,80.224,90.821,5.000,2.000,76.473,13.932,1.333,18.575,1.000,0.000,1.000,5.031,231
mbpp_212,mbpp,pass,0,,0,,0,2.000,2.000,84.828,15.510,1.000,15.510,0.000,0.000,2.000,6.090,46.944,58.196,65.000,,11.298,47.222,84.619,91.958,6.000,2.000,71.013,47.549,1.429,67.927,1.000,0.000,1.000,3.840,114
mbpp_213,mbpp,fail,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,2.639,12.982,37.940,32.432,,21.431,80.645,89.845,92.462,3.000,2.000,84.582,4.755,0.500,2.377,0.000,0.000,2.000,3.878,108
mbpp_214,mbpp,fail,1,magic_number,0,,3,6.000,1.000,70.274,55.507,1.500,83.260,0.000,0.000,1.000,11.213,14.785,48.664,35.000,,23.858,57.576,77.336,86.704,4.000,1.000,78.396,15.510,1.000,15.510,0.000,0.000,0.000,5.359,116
mbpp_215,mbpp,fail,0,,0,,0,8.000,3.000,69.874,27.000,1.000,27.000,4.000,0.000,2.000,2.150,12.077,29.455,25.397,,23.858,50.769,79.778,92.111,7.000,4.000,100.000,0.000,0.000,0.000,4.000,0.000,3.000,4.087,168
mbpp_216,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.916,21.993,40.832,41.026,,9.735,42.424,82.362,88.889,7.000,3.000,76.420,4.755,0.500,2.377,3.000,0.000,0.000,2.668,103
mbpp_217,mbpp,pass,0,,0,,0,7.000,3.000,76.420,4.755,0.500,2.377,3.000,0.000,2.000,2.833,25.875,54.015,50.000,,19.848,82.353,85.742,94.351,8.000,3.000,75.155,4.755,0.500,2.377,4.000,0.000,0.000,3.817,193
mbpp_218,mbpp,fail,1,magic_number,0,,3,5.000,1.000,96.388,39.863,1.000,39.863,0.000,20.000,2.000,3.433,9.083,28.906,19.608,,12.601,30.233,74.727,86.655,6.000,2.000,72.936,25.266,2.250,56.849,1.000,0.000,2.000,5.816,166
mbpp_219,mbpp,fail,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,4.396,8.470,26.047,36.364,,14.881,37.500,77.665,87.206,9.000,4.000,67.439,39.863,2.667,106.302,4.000,0.000,6.000,2.954,340
mbpp_220,mbpp,fail,0,,0,,0,9.000,4.000,70.310,15.510,1.000,15.510,4.000,0.000,2.000,3.129,12.938,37.652,24.000,,29.454,37.975,75.385,82.615,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,18.283,188
mbpp_221,mbpp,pass,0,,0,,0,5.000,3.000,76.013,15.510,1.000,15.510,3.000,0.000,0.000,2.525,30.843,41.531,61.111,,13.304,69.091,87.285,91.847,3.000,3.000,79.524,24.000,1.500,36.000,0.000,0.000,1.000,3.428,93
mbpp_222,mbpp,pass,0,,0,,0,6.000,3.000,73.159,22.459,1.875,42.110,3.000,0.000,4.000,2.153,20.377,41.652,39.286,,21.497,51.429,82.781,92.135,7.000,3.000,79.054,2.000,0.500,1.000,3.000,0.000,2.000,2.966,194
mbpp_223,mbpp,pass,0,,0,,0,9.000,4.000,67.316,41.513,2.286,94.887,5.000,0.000,1.000,1.855,4.600,20.456,33.043,,14.310,34.513,79.199,81.262,18.000,10.000,53.446,367.355,8.214,3017.558,12.000,0.000,1.000,1.860,145
mbpp_224,mbpp,pass,0,,0,,0,6.000,2.000,72.936,25.266,2.250,56.849,1.000,0.000,0.000,3.218,85.325,91.693,100.000,,83.212,100.000,94.344,97.159,6.000,2.000,72.936,25.266,2.250,56.849,1.000,0.000,0.000,3.084,121
mbpp_225,mbpp,pass,1,magic_number,0,,3,15.000,5.000,72.141,195.042,3.500,682.647,6.000,6.667,1.000,1.720,12.089,28.974,33.600,,25.349,34.091,78.057,88.806,10.000,4.000,63.702,98.099,4.364,428.069,5.000,0.000,0.000,1.977,382
mbpp_226,mbpp,pass,0,,0,,0,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,3.000,3.501,45.045,50.574,63.415,,27.705,58.228,86.520,90.928,6.000,3.000,72.432,28.529,1.500,42.794,3.000,0.000,2.000,2.786,140
mbpp_227,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.701,14.982,27.410,50.000,,9.563,40.000,81.791,89.094,8.000,5.000,67.330,57.059,1.714,97.815,5.000,0.000,0.000,1.810,132
mbpp_228,mbpp,fail,0,,0,,0,5.000,3.000,74.327,27.000,1.800,48.600,3.000,0.000,1.000,5.270,25.327,48.570,45.614,,17.608,62.651,82.694,91.498,6.000,2.000,68.811,98.099,3.333,326.997,1.000,0.000,0.000,5.243,173
mbpp_229,mbpp,fail,0,,0,,0,4.000,5.000,76.374,25.266,2.250,56.849,0.000,0.000,0.000,3.185,20.547,35.546,40.000,,11.597,57.895,79.836,89.650,9.000,3.000,70.444,15.510,1.000,15.510,3.000,0.000,1.000,2.280,329
mbpp_230,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.203,36.342,63.288,60.000,,25.612,78.788,88.982,91.785,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,10.384,133
mbpp_231,mbpp,fail,0,,0,,0,10.000,5.000,62.823,125.336,4.071,510.296,5.000,0.000,2.000,1.813,17.598,28.541,45.570,,24.791,28.899,81.378,85.283,13.000,5.000,57.871,282.026,3.636,1025.550,8.000,0.000,2.000,1.686,232
mbpp_232,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,8.519,28.985,30.413,38.462,,17.449,69.767,78.884,86.226,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,9.374,64
mbpp_233,mbpp,fail,0,,0,,0,4.000,1.000,76.912,25.266,0.500,12.633,0.000,0.000,0.000,6.560,16.809,62.962,31.250,,25.584,86.275,82.039,89.925,3.000,1.000,79.637,25.266,0.500,12.633,0.000,0.000,0.000,14.251,170
mbpp_234,mbpp,pass,1,magic_number,0,,3,5.000,1.000,73.007,39.863,1.000,39.863,0.000,0.000,1.000,4.304,10.712,45.739,31.250,,24.849,48.148,78.162,87.102,3.000,1.000,82.608,9.510,1.000,9.510,0.000,0.000,0.000,7.235,54
mbpp_235,mbpp,fail,1,magic_number,0,,3,5.000,1.000,96.531,38.039,1.143,43.473,0.000,20.000,1.000,3.939,21.335,31.027,26.230,,8.095,23.913,73.433,85.140,8.000,3.000,63.903,96.000,6.222,597.333,3.000,0.000,0.000,3.922,167
mbpp_236,mbpp,fail,1,magic_number,1,magic_number,3,8.000,3.000,84.060,138.242,3.750,518.409,3.000,12.500,1.000,3.199,12.082,27.436,32.558,,10.461,51.948,77.192,89.006,9.000,2.000,62.388,229.248,5.500,1260.865,2.000,0.000,0.000,2.685,309
mbpp_237,mbpp,fail,0,,0,,0,11.000,4.000,65.898,27.000,1.000,27.000,8.000,0.000,0.000,1.571,4.710,29.911,18.182,,10.332,27.481,69.326,83.188,4.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,6.764,243
mbpp_238,mbpp,fail,1,magic_number,0,,3,5.000,3.000,93.590,51.891,1.111,57.657,0.000,20.000,4.000,2.188,9.515,37.274,25.397,,28.313,38.835,78.765,86.791,3.000,1.000,79.435,27.000,1.800,48.600,0.000,0.000,2.000,3.789,266
mbpp_239,mbpp,fail,1,magic_number,1,magic_number,3,21.000,9.000,63.440,496.808,7.714,3832.521,17.000,4.762,2.000,1.939,20.603,38.097,43.979,,19.501,44.928,77.306,82.671,13.000,9.000,59.068,159.411,7.091,1130.369,12.000,0.000,1.000,1.728,512
mbpp_240,mbpp,fail,0,,0,,0,3.000,1.000,87.350,2.000,0.500,1.000,0.000,0.000,0.000,3.205,20.406,33.485,38.462,,26.084,85.714,84.194,88.728,4.000,1.000,82.510,2.000,0.500,1.000,0.000,0.000,0.000,6.962,230
mbpp_241,mbpp,pass,0,,0,,0,2.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.804,32.294,46.475,53.333,,30.050,90.667,90.153,92.119,3.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,6.306,512
mbpp_242,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.652,15.935,39.244,36.364,,8.218,47.059,81.328,89.925,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,0.000,6.155,108
mbpp_243,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.089,16.667,30.518,25.000,,9.894,34.000,79.998,86.384,6.000,3.000,100.000,0.000,0.000,0.000,1.000,0.000,5.000,3.270,199
mbpp_244,mbpp,fail,1,magic_number,0,,3,10.000,2.000,81.857,84.000,2.333,196.000,2.000,10.000,3.000,3.193,13.463,44.498,36.066,,29.595,40.000,81.562,89.817,4.000,1.000,78.722,13.932,1.333,18.575,0.000,0.000,2.000,5.561,202
mbpp_245,mbpp,fail,0,,0,,3,8.000,2.000,97.222,49.829,2.143,106.776,1.000,50.000,5.000,3.749,15.271,21.664,27.711,,9.542,24.457,72.022,83.395,15.000,10.000,54.734,275.000,3.923,1078.846,15.000,0.000,4.000,1.870,384
mbpp_246,mbpp,pass,1,magic_number,1,magic_number,0,7.000,3.000,68.490,64.529,3.000,193.588,3.000,0.000,1.000,2.770,10.442,34.964,30.000,,19.252,48.696,77.888,89.742,10.000,3.000,64.642,75.284,3.500,263.495,2.000,0.000,0.000,4.028,174
